States/UTs,Crimes,Year,Persons_arrested_male,Persons_arrested_female,Persons_arrested_total
Odisha,Arson (Section 435-436 & 438 IPC),2014,563,16,579
Odisha,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,8630,295,8925
Odisha,Grievous Hurt (Section 325 & 326 IPC),2014,8622,295,8917
Odisha,Acid attack (Section 326A IPC),2014,8,0,8
Odisha,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Odisha,Dowry Deaths (Section 304-B IPC),2014,1077,249,1326
Odisha,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,6353,366,6719
Odisha,Sexual Harassment (Section 354A IPC),2014,982,27,1009
Odisha,Assault on women with intent to Disrobe (Section 354B IPC),2014,1098,55,1153
Odisha,Voyeurism (Section 354C IPC),2014,23,0,23
Odisha,Stalking (Section 354D IPC),2014,124,1,125
Odisha,Others,2014,4126,283,4409
Odisha,Insult to the Modesty of Women (Section 509 IPC),2014,464,3,467
Odisha,At Office premises,2014,6,0,6
Odisha,Places related to work other than Office,2014,10,0,10
Odisha,In Public Transport system,2014,8,0,8
Odisha,In Other Places,2014,440,3,443
Odisha,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,5185,1338,6523
Odisha,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Odisha,Causing Death by Negligence (Section 304-A IPC),2014,4532,0,4532
Odisha,Deaths due to negligent driving/act,2014,4489,0,4489
Odisha,Deaths due to Other Causes,2014,43,0,43
Odisha,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,2,3,5
Odisha,Sedition (Section 124A IPC),2014,1,3,4
Odisha,Other offences against State,2014,1,0,1
Odisha,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,15,0,15
Odisha,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,15,0,15
Odisha,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Odisha,Extortion (Section 384 - 389 IPC),2014,443,4,447
Odisha,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Odisha,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,3529,2,3531
Odisha,Human Trafficking (Section 370 & 370A IPC),2014,40,5,45
Odisha,Unnatural Offences U/s 377 IPC,2014,19,0,19
Odisha,Other IPC crimes,2014,27657,2547,30204
Odisha,Total Cognizable IPC crimes,2014,100900,6003,106903
Punjab,Murder (Section 302 IPC),2014,1231,137,1368
Punjab,Attempt to commit Murder (Section 307 IPC),2014,1889,161,2050
Punjab,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,128,11,139
Punjab,Attempt to commit Culpable Homicide (Section 308 IPC),2014,76,2,78
Punjab,Rape (Section 376 IPC),2014,1179,69,1248
Punjab,Custodial Rape,2014,0,0,0
Punjab,Gang Rape,2014,0,0,0
Punjab,Other Rape,2014,0,0,0
Punjab,Rape other than Custodial,2014,1179,69,1248
Punjab,Gang Rape,2014,45,0,45
Punjab,Other Rape,2014,1134,69,1203
Punjab,Attempt to commit Rape (Section 376/511 IPC),2014,142,4,146
Punjab,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,1136,138,1274
Punjab,Kidnapping & Abduction (Section 363 IPC),2014,111,15,126
Punjab,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,57,3,60
Punjab,Kidnapping for Ransom (Section 364A IPC),2014,8,0,8
Punjab,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,574,82,656
Punjab,Other Kidnapping,2014,386,38,424
Punjab,"Dacoity (Section 395,396-398 IPC)",2014,152,0,152
Punjab,Dacoity with Murder (Section 396 IPC),2014,5,0,5
Punjab,Other Dacoity,2014,147,0,147
Punjab,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,681,4,685
Punjab,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,295,1,296
Punjab,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,2315,53,2368
Punjab,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,1466,37,1503
Punjab,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,849,16,865
Punjab,Theft (Section 379 to 382 IPC),2014,4440,159,4599
Punjab,Auto Theft,2014,1449,7,1456
Punjab,Other Thefts,2014,2991,152,3143
Punjab,"Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0
Punjab,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,0,0,0
Punjab,Communal,2014,0,0,0
Punjab,Industrial,2014,0,0,0
Punjab,Political,2014,0,0,0
Punjab,Caste Conflict,2014,0,0,0
Punjab,SC/STs Vs. Non-SCs/STs,2014,0,0,0
Punjab,Other Caste Riots,2014,0,0,0
Punjab,Agrarian,2014,0,0,0
Punjab,Students,2014,0,0,0
Punjab,Sectarian,2014,0,0,0
Punjab,Other Riots,2014,0,0,0
Punjab,Criminal Breach of Trust (Section 406 to 409 IPC),2014,299,20,319
Punjab,Cheating (Section 420 IPC),2014,4892,371,5263
Punjab,"Forgery (Section 465, 468 & 471 IPC)",2014,58,5,63
Punjab,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,45,2,47
Punjab,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Punjab,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Punjab,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,45,2,47
Punjab,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,29,2,31
Punjab,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,2,0,2
Punjab,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,3,0,3
Punjab,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Punjab,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,11,0,11
Punjab,Arson (Section 435-436 & 438 IPC),2014,92,3,95
Punjab,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,5400,531,5931
Punjab,Grievous Hurt (Section 325 & 326 IPC),2014,5386,531,5917
Punjab,Acid attack (Section 326A IPC),2014,12,0,12
Punjab,Attempt to Acid Attack (Section 326B IPC),2014,2,0,2
Punjab,Dowry Deaths (Section 304-B IPC),2014,132,54,186
Punjab,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,1230,39,1269
Punjab,Sexual Harassment (Section 354A IPC),2014,348,18,366
Punjab,Assault on women with intent to Disrobe (Section 354B IPC),2014,60,0,60
Punjab,Voyeurism (Section 354C IPC),2014,88,0,88
Punjab,Stalking (Section 354D IPC),2014,55,0,55
Punjab,Others,2014,679,21,700
Punjab,Insult to the Modesty of Women (Section 509 IPC),2014,43,0,43
Punjab,At Office premises,2014,0,0,0
Punjab,Places related to work other than Office,2014,3,0,3
Punjab,In Public Transport system,2014,0,0,0
Punjab,In Other Places,2014,40,0,40
Punjab,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,2119,601,2720
Punjab,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Punjab,Causing Death by Negligence (Section 304-A IPC),2014,2408,22,2430
Punjab,Deaths due to negligent driving/act,2014,2380,19,2399
Punjab,Deaths due to Other Causes,2014,28,3,31
Punjab,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Punjab,Sedition (Section 124A IPC),2014,0,0,0
Punjab,Other offences against State,2014,0,0,0
Punjab,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0
Punjab,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0
Punjab,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Punjab,Extortion (Section 384 - 389 IPC),2014,39,2,41
Punjab,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Punjab,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,1353,7,1360
Punjab,Human Trafficking (Section 370 & 370A IPC),2014,1,0,1
Punjab,Unnatural Offences U/s 377 IPC,2014,79,3,82
Punjab,Other IPC crimes,2014,11621,764,12385
Punjab,Total Cognizable IPC crimes,2014,43475,3163,46638
Rajasthan,Murder (Section 302 IPC),2014,2084,161,2245
Rajasthan,Attempt to commit Murder (Section 307 IPC),2014,4445,199,4644
Rajasthan,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,86,1,87
Rajasthan,Attempt to commit Culpable Homicide (Section 308 IPC),2014,414,9,423
Rajasthan,Rape (Section 376 IPC),2014,2794,54,2848
Rajasthan,Custodial Rape,2014,0,0,0
Rajasthan,Gang Rape,2014,0,0,0
Rajasthan,Other Rape,2014,0,0,0
Rajasthan,Rape other than Custodial,2014,2794,54,2848
Rajasthan,Gang Rape,2014,376,4,380
Rajasthan,Other Rape,2014,2418,50,2468
Rajasthan,Attempt to commit Rape (Section 376/511 IPC),2014,279,10,289
Rajasthan,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,2766,100,2866
Rajasthan,Kidnapping & Abduction (Section 363 IPC),2014,470,21,491
Rajasthan,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,38,0,38
Rajasthan,Kidnapping for Ransom (Section 364A IPC),2014,53,3,56
Rajasthan,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,1022,41,1063
Rajasthan,Other Kidnapping,2014,1183,35,1218
Rajasthan,"Dacoity (Section 395,396-398 IPC)",2014,276,0,276
Rajasthan,Dacoity with Murder (Section 396 IPC),2014,5,0,5
Rajasthan,Other Dacoity,2014,271,0,271
Rajasthan,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,508,6,514
Rajasthan,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,1925,26,1951
Rajasthan,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,3285,112,3397
Rajasthan,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,2298,83,2381
Rajasthan,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,987,29,1016
Rajasthan,Theft (Section 379 to 382 IPC),2014,9483,228,9711
Rajasthan,Auto Theft,2014,3719,2,3721
Rajasthan,Other Thefts,2014,5764,226,5990
Rajasthan,"Unlawful Assembly (Section 143,144 & 145)",2014,11388,1501,12889
Rajasthan,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,2283,238,2521
Rajasthan,Communal,2014,36,5,41
Rajasthan,Industrial,2014,16,0,16
Rajasthan,Political,2014,0,0,0
Rajasthan,Caste Conflict,2014,0,0,0
Rajasthan,SC/STs Vs. Non-SCs/STs,2014,0,0,0
Rajasthan,Other Caste Riots,2014,0,0,0
Rajasthan,Agrarian,2014,172,9,181
Rajasthan,Students,2014,0,0,0
Rajasthan,Sectarian,2014,0,0,0
Rajasthan,Other Riots,2014,2059,224,2283
Rajasthan,Criminal Breach of Trust (Section 406 to 409 IPC),2014,239,8,247
Rajasthan,Cheating (Section 420 IPC),2014,5016,355,5371
Rajasthan,"Forgery (Section 465, 468 & 471 IPC)",2014,1226,56,1282
Rajasthan,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,51,1,52
Rajasthan,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,5,0,5
Rajasthan,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Rajasthan,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,46,1,47
Rajasthan,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,27,0,27
Rajasthan,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,16,1,17
Rajasthan,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,3,0,3
Rajasthan,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Rajasthan,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Rajasthan,Arson (Section 435-436 & 438 IPC),2014,496,14,510
Rajasthan,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,5286,332,5618
Rajasthan,Grievous Hurt (Section 325 & 326 IPC),2014,5273,332,5605
Rajasthan,Acid attack (Section 326A IPC),2014,13,0,13
Rajasthan,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Rajasthan,Dowry Deaths (Section 304-B IPC),2014,437,94,531
Rajasthan,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,5714,174,5888
Rajasthan,Sexual Harassment (Section 354A IPC),2014,831,10,841
Rajasthan,Assault on women with intent to Disrobe (Section 354B IPC),2014,222,18,240
Rajasthan,Voyeurism (Section 354C IPC),2014,27,0,27
Rajasthan,Stalking (Section 354D IPC),2014,81,0,81
Rajasthan,Others,2014,4553,146,4699
Rajasthan,Insult to the Modesty of Women (Section 509 IPC),2014,13,0,13
Rajasthan,At Office premises,2014,0,0,0
Rajasthan,Places related to work other than Office,2014,0,0,0
Rajasthan,In Public Transport system,2014,1,0,1
Rajasthan,In Other Places,2014,12,0,12
Rajasthan,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,9840,1743,11583
Rajasthan,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Rajasthan,Causing Death by Negligence (Section 304-A IPC),2014,7747,10,7757
Rajasthan,Deaths due to negligent driving/act,2014,7689,10,7699
Rajasthan,Deaths due to Other Causes,2014,58,0,58
Rajasthan,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Rajasthan,Sedition (Section 124A IPC),2014,0,0,0
Rajasthan,Other offences against State,2014,0,0,0
Rajasthan,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,29,0,29
Rajasthan,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,29,0,29
Rajasthan,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Rajasthan,Extortion (Section 384 - 389 IPC),2014,363,21,384
Rajasthan,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Rajasthan,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,12740,88,12828
Rajasthan,Human Trafficking (Section 370 & 370A IPC),2014,14,2,16
Rajasthan,Unnatural Offences U/s 377 IPC,2014,39,1,40
Rajasthan,Other IPC crimes,2014,100148,10643,110791
Rajasthan,Total Cognizable IPC crimes,2014,191414,16187,207601
Sikkim,Murder (Section 302 IPC),2014,25,1,26
Sikkim,Attempt to commit Murder (Section 307 IPC),2014,15,0,15
Sikkim,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,4,0,4
Sikkim,Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0
Sikkim,Rape (Section 376 IPC),2014,107,0,107
Sikkim,Custodial Rape,2014,0,0,0
Sikkim,Gang Rape,2014,0,0,0
Sikkim,Other Rape,2014,0,0,0
Sikkim,Rape other than Custodial,2014,107,0,107
Sikkim,Gang Rape,2014,2,0,2
Sikkim,Other Rape,2014,105,0,105
Sikkim,Attempt to commit Rape (Section 376/511 IPC),2014,10,0,10
Sikkim,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,35,1,36
Sikkim,Kidnapping & Abduction (Section 363 IPC),2014,13,0,13
Sikkim,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Sikkim,Kidnapping for Ransom (Section 364A IPC),2014,0,0,0
Sikkim,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,0,0,0
Sikkim,Other Kidnapping,2014,22,1,23
Sikkim,"Dacoity (Section 395,396-398 IPC)",2014,6,0,6
Sikkim,Dacoity with Murder (Section 396 IPC),2014,0,0,0
Sikkim,Other Dacoity,2014,6,0,6
Sikkim,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,0,0,0
Sikkim,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,24,0,24
Sikkim,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,115,2,117
Sikkim,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,80,1,81
Sikkim,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,35,1,36
Sikkim,Theft (Section 379 to 382 IPC),2014,152,0,152
Sikkim,Auto Theft,2014,14,0,14
Sikkim,Other Thefts,2014,138,0,138
Sikkim,"Unlawful Assembly (Section 143,144 & 145)",2014,17,0,17
Sikkim,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,665,82,747
Sikkim,Communal,2014,3,0,3
Sikkim,Industrial,2014,0,0,0
Sikkim,Political,2014,571,58,629
Sikkim,Caste Conflict,2014,14,4,18
Sikkim,SC/STs Vs. Non-SCs/STs,2014,0,0,0
Sikkim,Other Caste Riots,2014,14,4,18
Sikkim,Agrarian,2014,0,0,0
Sikkim,Students,2014,54,20,74
Sikkim,Sectarian,2014,0,0,0
Sikkim,Other Riots,2014,23,0,23
Sikkim,Criminal Breach of Trust (Section 406 to 409 IPC),2014,14,0,14
Sikkim,Cheating (Section 420 IPC),2014,69,0,69
Sikkim,"Forgery (Section 465, 468 & 471 IPC)",2014,7,0,7
Sikkim,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,4,1,5
Sikkim,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Sikkim,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Sikkim,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,4,1,5
Sikkim,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0
Sikkim,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,4,1,5
Sikkim,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0
Sikkim,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Sikkim,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Sikkim,Arson (Section 435-436 & 438 IPC),2014,9,0,9
Sikkim,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,80,1,81
Sikkim,Grievous Hurt (Section 325 & 326 IPC),2014,78,1,79
Sikkim,Acid attack (Section 326A IPC),2014,2,0,2
Sikkim,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Sikkim,Dowry Deaths (Section 304-B IPC),2014,0,0,0
Sikkim,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,53,0,53
Sikkim,Sexual Harassment (Section 354A IPC),2014,17,0,17
Sikkim,Assault on women with intent to Disrobe (Section 354B IPC),2014,1,0,1
Sikkim,Voyeurism (Section 354C IPC),2014,0,0,0
Sikkim,Stalking (Section 354D IPC),2014,4,0,4
Sikkim,Others,2014,31,0,31
Sikkim,Insult to the Modesty of Women (Section 509 IPC),2014,3,0,3
Sikkim,At Office premises,2014,0,0,0
Sikkim,Places related to work other than Office,2014,0,0,0
Sikkim,In Public Transport system,2014,0,0,0
Sikkim,In Other Places,2014,3,0,3
Sikkim,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,5,1,6
Sikkim,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Sikkim,Causing Death by Negligence (Section 304-A IPC),2014,82,1,83
Sikkim,Deaths due to negligent driving/act,2014,80,0,80
Sikkim,Deaths due to Other Causes,2014,2,1,3
Sikkim,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Sikkim,Sedition (Section 124A IPC),2014,0,0,0
Sikkim,Other offences against State,2014,0,0,0
Sikkim,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0
Sikkim,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0
Sikkim,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Sikkim,Extortion (Section 384 - 389 IPC),2014,4,0,4
Sikkim,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Sikkim,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,165,0,165
Sikkim,Human Trafficking (Section 370 & 370A IPC),2014,0,0,0
Sikkim,Unnatural Offences U/s 377 IPC,2014,1,0,1
Sikkim,Other IPC crimes,2014,276,26,302
Sikkim,Total Cognizable IPC crimes,2014,1947,116,2063
Tamil Nadu,Murder (Section 302 IPC),2014,4020,254,4274
Tamil Nadu,Attempt to commit Murder (Section 307 IPC),2014,6111,236,6347
Tamil Nadu,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,60,7,67
Tamil Nadu,Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0
Tamil Nadu,Rape (Section 376 IPC),2014,736,28,764
Tamil Nadu,Custodial Rape,2014,0,0,0
Tamil Nadu,Gang Rape,2014,0,0,0
Tamil Nadu,Other Rape,2014,0,0,0
Tamil Nadu,Rape other than Custodial,2014,736,28,764
Tamil Nadu,Gang Rape,2014,6,0,6
Tamil Nadu,Other Rape,2014,730,28,758
Tamil Nadu,Attempt to commit Rape (Section 376/511 IPC),2014,18,0,18
Tamil Nadu,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,1878,85,1963
Tamil Nadu,Kidnapping & Abduction (Section 363 IPC),2014,338,24,362
Tamil Nadu,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Tamil Nadu,Kidnapping for Ransom (Section 364A IPC),2014,15,0,15
Tamil Nadu,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,1080,36,1116
Tamil Nadu,Other Kidnapping,2014,445,25,470
Tamil Nadu,"Dacoity (Section 395,396-398 IPC)",2014,491,3,494
Tamil Nadu,Dacoity with Murder (Section 396 IPC),2014,0,0,0
Tamil Nadu,Other Dacoity,2014,491,3,494
Tamil Nadu,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,312,0,312
Tamil Nadu,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,2365,30,2395
Tamil Nadu,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,7425,48,7473
Tamil Nadu,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,4045,23,4068
Tamil Nadu,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,3380,25,3405
Tamil Nadu,Theft (Section 379 to 382 IPC),2014,18509,580,19089
Tamil Nadu,Auto Theft,2014,6450,4,6454
Tamil Nadu,Other Thefts,2014,12059,576,12635
Tamil Nadu,"Unlawful Assembly (Section 143,144 & 145)",2014,9994,665,10659
Tamil Nadu,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,10678,954,11632
Tamil Nadu,Communal,2014,541,5,546
Tamil Nadu,Industrial,2014,0,0,0
Tamil Nadu,Political,2014,55,0,55
Tamil Nadu,Caste Conflict,2014,708,82,790
Tamil Nadu,SC/STs Vs. Non-SCs/STs,2014,223,10,233
Tamil Nadu,Other Caste Riots,2014,485,72,557
Tamil Nadu,Agrarian,2014,0,0,0
Tamil Nadu,Students,2014,66,0,66
Tamil Nadu,Sectarian,2014,35,0,35
Tamil Nadu,Other Riots,2014,9273,867,10140
Tamil Nadu,Criminal Breach of Trust (Section 406 to 409 IPC),2014,322,11,333
Tamil Nadu,Cheating (Section 420 IPC),2014,4717,254,4971
Tamil Nadu,"Forgery (Section 465, 468 & 471 IPC)",2014,194,5,199
Tamil Nadu,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,201,2,203
Tamil Nadu,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Tamil Nadu,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Tamil Nadu,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,201,2,203
Tamil Nadu,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,63,1,64
Tamil Nadu,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,120,1,121
Tamil Nadu,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,18,0,18
Tamil Nadu,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Tamil Nadu,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Tamil Nadu,Arson (Section 435-436 & 438 IPC),2014,771,26,797
Tamil Nadu,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,3400,126,3526
Tamil Nadu,Grievous Hurt (Section 325 & 326 IPC),2014,3395,122,3517
Tamil Nadu,Acid attack (Section 326A IPC),2014,5,4,9
Tamil Nadu,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Tamil Nadu,Dowry Deaths (Section 304-B IPC),2014,224,68,292
Tamil Nadu,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,1431,186,1617
Tamil Nadu,Sexual Harassment (Section 354A IPC),2014,55,3,58
Tamil Nadu,Assault on women with intent to Disrobe (Section 354B IPC),2014,97,0,97
Tamil Nadu,Voyeurism (Section 354C IPC),2014,1,0,1
Tamil Nadu,Stalking (Section 354D IPC),2014,1,0,1
Tamil Nadu,Others,2014,1277,183,1460
Tamil Nadu,Insult to the Modesty of Women (Section 509 IPC),2014,423,0,423
Tamil Nadu,At Office premises,2014,2,0,2
Tamil Nadu,Places related to work other than Office,2014,308,0,308
Tamil Nadu,In Public Transport system,2014,0,0,0
Tamil Nadu,In Other Places,2014,113,0,113
Tamil Nadu,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,2473,819,3292
Tamil Nadu,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Tamil Nadu,Causing Death by Negligence (Section 304-A IPC),2014,15991,26,16017
Tamil Nadu,Deaths due to negligent driving/act,2014,15768,24,15792
Tamil Nadu,Deaths due to Other Causes,2014,223,2,225
Tamil Nadu,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Tamil Nadu,Sedition (Section 124A IPC),2014,0,0,0
Tamil Nadu,Other offences against State,2014,0,0,0
Tamil Nadu,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,26,0,26
Tamil Nadu,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,26,0,26
Tamil Nadu,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Tamil Nadu,Extortion (Section 384 - 389 IPC),2014,738,0,738
Tamil Nadu,Disclosure of Identity of Victims (Section 228 A IPC),2014,1,0,1
Tamil Nadu,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,51306,60,51366
Tamil Nadu,Human Trafficking (Section 370 & 370A IPC),2014,0,0,0
Tamil Nadu,Unnatural Offences U/s 377 IPC,2014,9,0,9
Tamil Nadu,Other IPC crimes,2014,104610,7905,112515
Tamil Nadu,Total Cognizable IPC crimes,2014,249434,12378,261812
Telangana,Murder (Section 302 IPC),2014,2151,257,2408
Telangana,Attempt to commit Murder (Section 307 IPC),2014,1954,93,2047
Telangana,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,293,5,298
Telangana,Attempt to commit Culpable Homicide (Section 308 IPC),2014,1,0,1
Telangana,Rape (Section 376 IPC),2014,1239,8,1247
Telangana,Custodial Rape,2014,0,0,0
Telangana,Gang Rape,2014,0,0,0
Telangana,Other Rape,2014,0,0,0
Telangana,Rape other than Custodial,2014,1239,8,1247
Telangana,Gang Rape,2014,40,2,42
Telangana,Other Rape,2014,1199,6,1205
Telangana,Attempt to commit Rape (Section 376/511 IPC),2014,74,0,74
Telangana,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,1715,45,1760
Telangana,Kidnapping & Abduction (Section 363 IPC),2014,397,16,413
